<<<<<<< HEAD
Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EL3_1,1,2,2,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55
EL3_2,1,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EL3_3,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5
EL3_4,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.988987035,1.380466173,1.884064806,2.410609963,3.059024847,3.938260533,4.546645572,4.652281245,4.760072747,4.86930147,4.980686022,5.094945015,5.210641227,5.32777466,5.438248973,5.551871482,5.665493992,5.779116501,5.892739011
EL3_5,0.328829407,0.449220501,0.690265648,0.942442697,0.942442697,0.213960438,0.328829407,0.449220501,0.690265648,0.942442697,1.326953533,1.852212821,2.527906194,3.234387605,4.10438528,5.284082141,6.100370574,6.24210512,6.386732208,6.533287657,6.682735648,6.836040362,6.991273436,7.148434872,7.296661567,7.449112292,7.601563017,7.754013742,7.906464467
=======
REF,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,ElecStart
121_0,0,0,0,0,0,0.138513667,0.212877518,0.290816281,0.446864042,0.610118372,0.859042923,1.19908518,1.636515425,2.093877226,2.657096153,3.42080808,3.949256729,4.041012812,4.134641469,4.229518507,4.326268119,4.425514495,4.526009253,4.627752393,4.723711362,4.822404883,4.921098404,5.019791925,5.118485446,0
122_0,0,0,0,0,0,0.110668065,0.170082444,0.232353066,0.357030321,0.487465398,0.686348289,0.958031362,1.307524376,1.672942076,2.122936292,2.733118113,3.15533197,3.228642195,3.303448548,3.37925232,3.456552218,3.535846952,3.616139104,3.697428674,3.774096874,3.852949895,3.931802915,4.010655936,4.089508956,0
122_1,2.760238279,2.760238279,2.857003041,3.055193397,3.371849474,3.629665643,3.924192495,4.235638407,4.536351252,4.91948996,5.193455024,5.446552688,5.677298214,5.92169624,6.14131286,6.297719156,6.628316157,7.154705356,7.725365517,8.34455455,9.021216745,9.755120842,10.5599879,11.36334261,12.01860699,12.74918098,13.47975497,14.21032896,14.94090294,1
123_0,0,0,0,0,0,0.370110264,0.568811411,0.77706477,1.194026353,1.630243981,2.295373518,3.203970714,4.372789844,5.59486634,7.099794413,9.140442309,10.55246376,10.79763717,11.04781412,11.30132676,11.55984294,11.82503051,12.09355377,12.36541272,12.6218163,12.88552663,13.14923696,13.4129473,13.67665763,0
123_1,1.345045241,1.345045241,1.391201941,1.488066002,1.643438555,1.769452768,1.913566428,2.065990141,2.212826955,2.400324805,2.533755367,2.656769408,2.768629163,2.887128884,2.993249859,3.067995726,3.228619527,3.485900587,3.764870381,4.067617351,4.398553998,4.757542165,5.151359112,5.544249648,5.864743088,6.222089082,6.579435076,6.93678107,7.294127064,1
124_0,0,0,0,0,0,0.2608275,0.400857995,0.547620211,0.841465203,1.14888049,1.617616677,2.257931627,3.081632564,3.94286552,5.003432234,6.441536335,7.436629041,7.609409896,7.785716891,7.964374646,8.14655854,8.333443955,8.522680129,8.714267064,8.894962144,9.080806508,9.266650871,9.452495235,9.638339599,0
124_1,0.010268302,0.010268302,0.010817602,0.011500288,0.01247524,0.0133617,0.014344703,0.015378194,0.016439563,0.017713389,0.018746006,0.019748128,0.020716941,0.021738977,0.022726403,0.023587618,0.02490753,0.026718398,0.028671947,0.030781436,0.033069871,0.035541232,0.038229251,0.040947654,0.041328878,0.043438366,0.045547855,0.047657343,0.049766832,1
125_0,0,0,0,0,0,0.264997877,0.407267323,0.556376124,0.854919411,1.167249969,1.643480791,2.294033752,3.130904864,4.005908096,5.083432238,6.544530221,7.55553349,7.731076942,7.910202914,8.091717232,8.27681407,8.4666876,8.658949476,8.853599699,9.037183917,9.225999751,9.414815585,9.603631419,9.792447253,0
126_0,0,0,0,0,0,0.792486721,1.217949174,1.663864992,2.556670598,3.490707589,4.914894858,6.860399437,9.363095878,11.97982794,15.20220687,19.57167866,22.59512426,23.12009396,23.65577732,24.19860313,24.75214261,25.31996697,25.89493378,26.47704304,27.02605896,27.59072025,28.15538153,28.72004281,29.28470409,0
126_1,12.74366734,12.74366734,13.26975604,14.1618962,15.5387757,16.69864182,18.0112241,19.39670175,20.7610405,22.4664651,23.73696117,24.93086622,26.04246147,27.21810829,28.30347089,29.1426498,30.70671578,33.075244,35.63894249,38.4163871,41.44457058,44.72445353,48.31212981,51.90791367,54.83859623,58.10465243,61.37070863,64.63676483,67.90282103,1
127_0,0,0,0,0,0,0.798984454,1.227935346,1.677507303,2.577633174,3.519328493,4.955192915,6.916649016,9.439865489,12.07805258,15.32685234,19.73215018,22.78038552,23.30965953,23.84973505,24.39701158,24.95508962,25.52756968,26.10725074,26.6941328,27.24765021,27.81694124,28.38623228,28.95552331,29.52481435,0
127_1,2.249696567,2.249696567,2.330024428,2.4911356,2.747655301,2.957224528,3.196405466,3.449279982,3.693929891,4.005033219,4.228428663,4.435180113,4.624098373,4.824162705,5.004473589,5.134106353,5.404250177,5.832139908,6.295942272,6.799107695,7.348846886,7.945008709,8.598642745,9.251322043,9.783644974,10.37712114,10.97059731,11.56407347,12.15754964,1
128_0,0,0,0,0,0,0.214300441,0.329351947,0.449934354,0.691362545,0.943940328,1.329062187,1.855156161,2.531923274,3.239527352,4.110907534,5.292479045,6.110064637,6.252024413,6.396881327,6.543669666,6.693355144,6.846903473,7.002383228,7.159794408,7.308256649,7.460949633,7.613642616,7.766335599,7.919028583,0
129_0,0,0,0,0,0,0.19318187,0.296895447,0.405594873,0.623231146,0.850918258,1.198087684,1.672336908,2.282410952,2.920283084,3.705791749,4.770923455,5.507938801,5.63590893,5.766490694,5.898813548,6.033748037,6.172164707,6.312322467,6.454221317,6.588053116,6.725698731,6.863344347,7.000989962,7.138635578,0
130_0,0,0,0,0,0,0.111547879,0.171434603,0.234200278,0.359868719,0.491340758,0.691804771,0.96564773,1.317919221,1.686241999,2.139813678,2.754846456,3.180416922,3.254309965,3.32971103,3.406117443,3.484031877,3.563957006,3.644887482,3.726823306,3.80410102,3.883580923,3.963060827,4.042540731,4.122020634,0
131_0,0,0,0,0,0,0.182254179,0.280101004,0.382651645,0.587976918,0.802784486,1.130315628,1.577738064,2.153302136,2.755091845,3.496166753,4.501047305,5.196372009,5.317103269,5.440298433,5.565136199,5.692437868,5.823024742,5.955254218,6.089126296,6.21538765,6.345247086,6.475106521,6.604965957,6.734825392,0
131_1,0.38007848,0.38007848,0.395516234,0.422197114,0.463533476,0.498223337,0.53752138,0.579010144,0.61977791,0.670844263,0.708718716,0.744245921,0.777251695,0.812164552,0.844307814,0.868963225,0.91549107,0.986328889,1.063017026,1.146112953,1.23673368,1.334901396,1.442312207,1.549916747,1.637625409,1.735375812,1.833126214,1.930876616,2.028627019,1
132_0,0,0,0,0,0,0.096549506,0.148384053,0.202710455,0.311481918,0.425276646,0.598786907,0.835809814,1.140716003,1.459515275,1.852101152,2.384438583,2.7527882,2.81674582,2.882008699,2.948141748,3.015580056,3.084758707,3.154807529,3.225726523,3.292613722,3.361407011,3.4302003,3.498993589,3.567786878,0
133_0,0,0,0,0,0,0.086322327,0.132666206,0.181237986,0.278487637,0.380228454,0.535359329,0.74727516,1.019883613,1.3049135,1.655914013,2.131862646,2.461194169,2.518376964,2.576726755,2.635854543,2.696149326,2.758000104,2.82062888,2.884035652,2.943837704,3.005343941,3.066850177,3.128356414,3.18986265,0
134_0,0,0,0,0,0,0.158873691,0.244168231,0.333563157,0.512548266,0.699799232,0.985313023,1.375337847,1.877065649,2.401654731,3.047660803,3.923630196,4.529755131,4.634998375,4.74238944,4.851212386,4.962183154,5.076017683,5.191284093,5.307982384,5.418046293,5.531246704,5.644447114,5.757647525,5.870847935,0
135_0,0,0,0,0,0,0.003673786,0.005646132,0.007713295,0.011852136,0.016182116,0.02278432,0.031803231,0.043405155,0.055535722,0.070473928,0.090729792,0.104745789,0.107179428,0.109662732,0.112179148,0.114745229,0.117377532,0.120042946,0.12274147,0.124761225,0.12727764,0.129794055,0.132310471,0.134826886,0
136_0,0,0,0,0,0,0.021176041,0.032544825,0.044460143,0.068316806,0.093275212,0.131330926,0.183316762,0.250191323,0.320113032,0.406218232,0.522974906,0.603764408,0.617792126,0.632106123,0.646610974,0.661402105,0.676574942,0.691938632,0.707493176,0.719135227,0.733640078,0.748144928,0.762649779,0.77715463,0
137_0,0,0,0,0,0,0.01063816,0.01634947,0.022335342,0.034320159,0.046858457,0.06597642,0.092092427,0.125688049,0.16081446,0.204070935,0.262725721,0.30331176,0.310358833,0.317549724,0.324836493,0.332267079,0.339889423,0.347607646,0.355421747,0.361270338,0.368557107,0.375843876,0.383130645,0.390417414,0
138_0,0,0,0,0,0,0.205723414,0.316170171,0.431926464,0.663691883,0.906160651,1.275868634,1.780906553,2.430587163,3.109870538,3.946375146,5.080656179,5.865519237,6.001797304,6.140856556,6.281769931,6.425464491,6.572867298,6.722124228,6.873235281,7.015755563,7.162337258,7.308918953,7.455500648,7.602082343,0
139_0,0,0,0,0,0,0.042481025,0.065287818,0.089191008,0.137049598,0.187118384,0.263461536,0.367749754,0.501906083,0.642175258,0.814909961,1.04913425,1.211205189,1.239346039,1.268061193,1.297159216,1.326831541,1.357269604,1.388090536,1.419294337,1.442649328,1.471747351,1.500845374,1.529943396,1.559041419,0
140_0,0,0,0,0,0,0.256402314,0.394057059,0.538329316,0.827188949,1.129388644,1.590172279,2.219623679,3.029349749,3.875971073,4.918544268,6.332249571,7.310459587,7.480309051,7.653624831,7.829251488,8.00834446,8.192059187,8.37808479,8.566421271,8.744050688,8.926742026,9.109433364,9.292124702,9.47481604,0
140_1,58.55499963,58.55499963,60.64089324,64.8356937,71.51760604,76.97413515,83.20242736,89.78745608,96.15666872,104.2579535,110.0721336,115.4518906,120.3662025,125.5705611,130.2592948,133.6261751,140.6551465,151.7960358,163.8722243,176.9735862,191.2880657,206.8116046,223.8322466,240.8271113,254.6882019,270.1417435,285.5952851,301.0488266,316.5023682,1
141_0,0,0,0,0,0,0.320431826,0.492462104,0.672762437,1.033756916,1.411422775,1.987274604,2.77391439,3.785847548,4.843889547,6.146817073,7.913556868,9.13604826,9.348313014,9.564909701,9.784394343,10.00821092,10.23780341,10.47028385,10.70565225,10.92763979,11.15595333,11.38426686,11.6125804,11.84089394,0
142_0,0,0,0,0,0,0.138338307,0.212608013,0.290448105,0.446298307,0.609345955,0.857955365,1.197567124,1.634443578,2.091226354,2.653732239,3.416477299,3.944256925,4.035896844,4.129406966,4.224163889,4.320791015,4.419911743,4.520279274,4.621893606,4.71773109,4.816299664,4.914868238,5.013436812,5.112005386,0
143_0,0,0,0,0,0,1.798377151,2.763872135,3.775781605,5.801810758,7.921405622,11.15329049,15.5681922,21.24752029,27.18562755,34.49811932,44.41369019,51.27474582,52.46605096,53.68166846,54.91349418,56.16963226,57.4581868,58.76294957,60.08392058,61.32979344,62.61117005,63.89254666,65.17392327,66.45529988,0
143_1,50.43927912,50.43927912,52.56128477,56.08090071,61.48794231,66.06342693,71.23495625,76.6923902,82.08039385,88.79863743,93.83006845,98.5682496,102.9911152,107.6680072,111.999645,115.3797641,121.589229,130.9328976,141.0444265,151.9967963,163.9342682,176.8616608,190.9973578,205.1727054,216.7249163,229.5983583,242.4718004,255.3452424,268.2186845,1
144_0,0,0,0,0,0,1.982583265,3.046973011,4.162531436,6.396084889,8.732787902,12.29571176,17.16282779,23.42388422,29.97022634,38.0317299,48.96294355,56.5267708,57.84010023,59.1802323,60.5382328,61.92303594,63.34357594,64.78198436,66.23826121,67.61174768,69.02437452,70.43700136,71.84962819,73.26225503,0
144_1,4.541019684,4.541019684,4.752404603,5.063407459,5.528385918,5.93250999,6.385995262,6.863882555,7.34280438,7.931368599,8.385790111,8.818874597,9.228926784,9.662110271,10.07039712,10.40472383,10.97343528,11.79880972,12.69094942,13.65614727,14.70628805,15.8423256,17.08206087,18.32923483,19.34502155,20.47659884,21.60817614,22.73975344,23.87133073,1
145_0,0,0,0,0,0,0.584595745,0.898447742,1.227387626,1.885985865,2.574999367,3.625583302,5.060728736,6.906899344,8.837190908,11.21425157,14.43749122,16.66780422,17.05505998,17.45021892,17.85064665,18.25897756,18.67784604,19.10198331,19.53138936,19.93638337,20.35291853,20.76945369,21.18598885,21.60252401,0
146_0,0,0,0,0,0,0.200434367,0.308041592,0.420821847,0.646628692,0.882863708,1.243066681,1.735120325,2.368097967,3.029917301,3.844915789,4.950035016,5.714719632,5.847494057,5.982978164,6.120268726,6.26026897,6.403882123,6.549301731,6.696527794,6.83538395,6.978197102,7.121010254,7.263823406,7.406636558,0
146_1,0.461797174,0.461797174,0.477908636,0.511088931,0.564149788,0.607313077,0.656634595,0.708791832,0.759125596,0.823288088,0.869117856,0.911437116,0.949996357,0.990838709,1.027511446,1.053564227,1.108837301,1.196964388,1.292507177,1.396179091,1.509480749,1.632371474,1.767153943,1.901668631,2.011389099,2.133721172,2.256053245,2.378385318,2.500717391,1
147_0,0,0,0,0,0,0.296854563,0.456226912,0.623260809,0.957693438,1.307570774,1.841051624,2.569810726,3.507286192,4.487477825,5.694536393,7.331280083,8.463820981,8.660467367,8.861126944,9.064461983,9.271810213,9.484509365,9.699883978,9.917934053,10.12358782,10.33510213,10.54661643,10.75813074,10.96964504,0
147_1,6.383626259,6.383626259,6.602687382,7.062407205,7.799810141,8.397877492,9.081845373,9.805253019,10.50214507,11.39201566,12.02528123,12.60910967,13.13999952,13.70240286,14.20605628,14.56080248,15.323128,16.54419185,17.86819111,19.30503758,20.87567313,22.57944206,24.44850945,26.31318008,27.83425184,29.53022696,31.22620209,32.92217721,34.61815234,1
148_0,0,0,0,0,0,0.172472326,0.265067566,0.362114162,0.556419322,0.759697847,1.069649906,1.493058513,2.037731205,2.607221965,3.30852228,4.259469397,4.917474989,5.031726423,5.148309519,5.266447056,5.386916256,5.510494337,5.63562686,5.762313825,5.881798544,6.004688231,6.127577917,6.250467603,6.37335729,0
148_1,0.34463016,0.34463016,0.356456521,0.381275223,0.421085086,0.453372698,0.490297786,0.529352092,0.566974912,0.615015983,0.649203826,0.680722728,0.709383656,0.739745889,0.766936416,0.786087951,0.827243299,0.893164363,0.964642557,1.042212986,1.12700623,1.218986891,1.31989145,1.420558642,1.502676107,1.594236007,1.685795906,1.777355805,1.868915705,1
149_0,0,0,0,0,0,0.081273238,0.124906412,0.170637175,0.262198585,0.357988468,0.504045566,0.703566204,0.960229486,1.228587657,1.559057759,2.007167627,2.317236183,2.371074292,2.426011139,2.481680477,2.538448551,2.596681608,2.655647157,2.715345197,2.77164936,2.829558028,2.887466697,2.945375365,3.003284033,0
150_0,0,0,0,0,0,0.052215887,0.080249038,0.109629833,0.168455597,0.229998042,0.323835831,0.452022519,0.616921831,0.789334797,1.001653023,1.28955166,1.488762436,1.523351985,1.558647444,1.594413508,1.630885482,1.668298668,1.70618246,1.744536858,1.780710781,1.817915556,1.85512033,1.892325105,1.92952988,0
151_0,0,0,0,0,0,0.01870187,0.028742345,0.039265498,0.06033479,0.0823771,0.115986451,0.161898354,0.220959409,0.282711588,0.358756409,0.461871438,0.533221637,0.545610381,0.558251956,0.571062085,0.584125046,0.597525116,0.61109374,0.624830918,0.635112733,0.647922862,0.660732991,0.673543121,0.68635325,0
152_0,0,0,0,0,0,0.017956921,0.027597456,0.037701443,0.057931486,0.079095788,0.111366384,0.155449486,0.212157974,0.27145039,0.344466131,0.443473798,0.511981918,0.523877183,0.536015208,0.548315074,0.560857701,0.573724008,0.586752155,0.599942143,0.609814404,0.62211427,0.634414136,0.646714001,0.659013867,0
153_0,0,0,0,0,0,0.116405862,0.178900693,0.244399854,0.37554124,0.512738972,0.721933326,1.007702326,1.375315473,1.759678951,2.233003976,2.874821838,3.318926178,3.396037313,3.474722144,3.554456106,3.635763765,3.719169686,3.803624738,3.889128921,3.96977213,4.052713436,4.135654742,4.218596048,4.301537354,0
153_1,0.037028436,0.037028436,0.039499666,0.041820071,0.04480994,0.047818454,0.051071434,0.05447423,0.058153192,0.062354358,0.066112897,0.06988355,0.0736632,0.077641075,0.081643284,0.085472539,0.09046555,0.09661406,0.103220084,0.110324738,0.117984399,0.126225956,0.135126207,0.144229297,0.145848009,0.152952663,0.160057318,0.167161972,0.174266626,1
154_0,0,0,0,0,0,0.0461907,0.070989107,0.096979654,0.149017517,0.203458584,0.286468437,0.399863672,0.545735264,0.69825351,0.88607235,1.140750384,1.316974242,1.347572506,1.378795223,1.410434244,1.442697719,1.4757938,1.509306184,1.543234871,1.575234688,1.608146406,1.641058124,1.673969843,1.706881561,0
155_0,0,0,0,0,0,0.111817694,0.171849275,0.234766769,0.360739182,0.49252923,0.693478133,0.967983473,1.32110705,1.69032074,2.144989534,2.761509975,3.188109825,3.262181604,3.337765052,3.414356279,3.492459175,3.572577629,3.653703863,3.735837876,3.813302512,3.892974665,3.972646817,4.052318969,4.131991122,0
156_0,0,0,0,0,0,0.20509257,0.315200646,0.430601975,0.661656694,0.903381939,1.271956225,1.775445462,2.423133848,3.100334223,3.934273717,5.065076514,5.847532816,5.98339299,6.122025821,6.26250709,6.405761016,6.552711817,6.701511055,6.852158732,6.99424198,7.140374187,7.286506394,7.432638601,7.578770808,0
157_0,0,0,0,0,0,0.101713195,0.156319972,0.213551875,0.328140686,0.448021416,0.630811404,0.88051084,1.201724111,1.537573498,1.951155768,2.511963825,2.900013625,2.967391846,3.036145132,3.105815129,3.176860192,3.249738675,3.32353387,3.398245774,3.468710254,3.541182766,3.613655278,3.686127789,3.758600301,0
158_0,0,0,0,0,0,0.00314036,0.004826326,0.006593342,0.010131233,0.01383251,0.019476089,0.027185474,0.037102825,0.047472061,0.060241274,0.077556033,0.089536939,0.091617219,0.093739953,0.095890991,0.098084483,0.100334582,0.102612983,0.104919688,0.106646179,0.108797216,0.110948254,0.113099291,0.115250329,0
158_1,3.565322096,3.565322096,3.687670027,3.94442836,4.35627562,4.690302497,5.072305719,5.476336463,5.865557972,6.362560012,6.716245461,7.042319756,7.338827295,7.652935446,7.934231157,8.132360621,8.558127405,9.240104352,9.979571799,10.78206559,11.65928199,12.61085478,13.65474848,14.69618655,15.54572105,16.49294091,17.44016077,18.38738064,19.3346005,1
159_0,0,0,0,0,0,0.004744042,0.007290977,0.009960351,0.01530493,0.020896331,0.029421905,0.041068228,0.056050053,0.071714527,0.091004569,0.117161422,0.135260595,0.138403207,0.141609954,0.144859458,0.148173097,0.151572249,0.155014157,0.158498823,0.161106977,0.164356481,0.167605985,0.170855488,0.174104992,0
160_0,0,0,0,0,0,1.583601805,2.433790321,3.324850165,5.108916107,6.975373458,9.821283012,13.70892489,18.7099861,23.93892119,30.37810174,39.10948264,45.15114086,46.20017164,47.2706112,48.3553233,49.46144418,50.59611012,51.74504859,52.90825958,54.0053412,55.13368645,56.26203169,57.39037694,58.51872219,0
160_1,236.6133081,236.6133081,247.7789585,263.9403754,288.0062064,309.0053629,332.544542,357.3452581,382.254058,412.8006116,436.4893358,459.1039381,480.5582513,503.2197829,524.6300629,542.273636,571.9787455,614.8677842,661.2180918,711.3555003,765.8910723,824.8783766,889.2311126,954.0002198,1006.748207,1065.506058,1124.263909,1183.02176,1241.779611,1
161_0,0,0,0,0,0,1.60706151,2.46984484,3.374104972,5.184600323,7.078707641,9.966776907,13.91201087,18.98715852,24.2935558,30.82812729,39.68885613,45.82001634,46.88458761,47.97088482,49.07166599,50.19417311,51.34564815,52.51160716,53.69205013,54.80538407,55.95044479,57.0955055,58.24056622,59.38562694,0
161_1,145.786421,145.786421,151.8788851,162.0635331,177.7354953,190.9758489,205.9476059,221.7484091,237.3339078,256.7845618,271.3241831,285.0060461,297.7657889,311.2592279,323.7423454,333.4517544,351.3797593,378.4178787,407.6801195,439.3779776,473.9306311,511.3509626,552.2739093,593.3036912,626.742147,664.0057466,701.2693462,738.5329457,775.7965453,1
162_0,0,0,0,0,0,1.789919585,2.750873955,3.758024528,5.774525495,7.884152142,11.10083782,15.49497674,21.14759559,27.0577766,34.33587855,44.20481759,51.03360646,52.21930903,53.42920961,54.65524219,55.90547279,57.18796741,58.48659403,59.80135266,61.04136632,62.31671676,63.5920672,64.86741764,66.14276808,0
162_1,30.46408527,30.46408527,31.9012524,33.98216315,37.08109752,39.78490937,42.81583841,46.00921836,49.21636513,53.14958256,56.19948844,59.110997,61.87300818,64.79044401,67.54665399,69.8176591,73.64200931,79.16431896,85.13231713,91.58796056,98.60994641,106.2051611,114.4912818,122.8309314,129.6227581,137.1884224,144.7540866,152.3197509,159.8854152,1
163_0,0,0,0,0,0,0.475629684,0.730981057,0.998608001,1.534446441,2.095030875,2.949790611,4.117431284,5.619483856,7.189977611,9.123964678,11.74640671,13.56099924,13.87607224,14.1975753,14.52336507,14.85558491,15.19637815,15.54145811,15.89082477,16.22032969,16.55922454,16.89811939,17.23701424,17.57590908,0
163_1,2.91494744,2.91494744,3.021202569,3.229328567,3.55937181,3.830078145,4.138693038,4.464907834,4.781244465,5.182603996,5.472213396,5.740798212,5.986848721,6.247369211,6.482956109,6.654129772,7.005191075,7.557919077,8.156926628,8.806654809,9.516328721,10.28580811,11.12921123,11.97179073,12.65893362,13.4249756,14.19101757,14.95705955,15.72310153,1
164_0,0,0,0,0,0,0.572288432,0.879533,1.201547814,1.846280787,2.520788701,3.549255018,4.954186779,6.761490527,8.65114426,10.9781614,14.13354318,16.31690209,16.69600508,17.08284486,17.47484251,17.87457695,18.28462712,18.69983516,19.12020106,19.51666885,19.92443483,20.3322008,20.73996678,21.14773275,0
164_1,1.111866921,1.111866921,1.156488661,1.234695391,1.356197494,1.457884765,1.573166638,1.694892627,1.814316303,1.964135304,2.074893472,2.178650839,2.274890138,2.376701411,2.470246617,2.541576864,2.67743109,2.885076988,3.109899871,3.353537902,3.619287981,3.90720123,4.222288684,4.537840297,4.795062767,5.081744702,5.368426637,5.655108572,5.941790507,1
165_0,0,0,0,0,0,0.520205406,0.799488153,1.09219693,1.678253819,2.291375881,3.226243175,4.503314414,6.146138431,7.863817895,9.979057042,12.84727274,14.83192775,15.1765292,15.52816334,15.88448592,16.2478412,16.62057338,16.99799401,17.38010311,17.74048902,18.11114489,18.48180075,18.85245662,19.22311248,0
165_1,4.788604212,4.788604212,5.116382818,5.414100317,5.791970604,6.17789529,6.593702819,7.028346015,7.501637966,8.038387209,8.525032085,9.015283458,9.508855272,10.02816742,10.55311821,11.06041663,11.71002219,12.49878551,13.34576322,14.25616064,15.23682428,16.29144104,17.42919342,18.59473573,19.54087748,20.59283685,21.64479621,22.69675557,23.74871493,1
166_0,0,0,0,0,0,0.385016005,0.5917196,0.808360109,1.242114313,1.695900076,2.387816897,3.333006741,4.548898641,5.820192783,7.385730005,9.508562515,10.97745141,11.23249889,11.49275141,11.75647396,12.02540157,12.30126925,12.58060695,12.86341469,13.13014461,13.40447556,13.6788065,13.95313745,14.22746839,0
166_1,2.308770567,2.308770567,2.392002714,2.557115192,2.819518226,3.034285463,3.279273911,3.53826323,3.789096691,4.107733114,4.337051078,4.54948591,4.74382857,4.9496202,5.135381454,5.269591273,5.54720689,5.985713748,6.46098384,6.976547349,7.539761221,8.150490677,8.820002752,9.488686222,10.03403943,10.64202822,11.25001701,11.8580058,12.46599459,1
167_0,0,0,0,0,0,0.154443656,0.237359843,0.324262081,0.498256368,0.680286028,0.957838551,1.33698792,1.824725543,2.334686981,2.962679816,3.814223675,4.40344742,4.505756061,4.610152633,4.71594116,4.823817618,4.934477985,5.046530305,5.159974581,5.266969468,5.377013397,5.487057327,5.597101257,5.707145187,0
167_1,4.156612305,4.156612305,4.302874213,4.601169734,5.077434254,5.465467711,5.908668183,6.377311043,6.829986254,7.40651461,7.81911427,8.2004256,8.548220554,8.916581659,9.247790441,9.484125037,9.98222663,10.77448623,11.63334963,12.56522135,13.58354093,14.68797407,15.89913331,17.10811878,18.09422449,19.19365348,20.29308248,21.39251147,22.49194047,1
168_0,0,0,0,0,0,0.033513702,0.051506207,0.070363671,0.108119787,0.14761955,0.20784742,0.290121429,0.395958688,0.506618432,0.642890553,0.827672418,0.955531789,0.977732386,1.000386055,1.023341774,1.046750566,1.070763456,1.095078395,1.119695383,1.138120367,1.161076086,1.184031805,1.206987523,1.229943242,0
168_1,0.230977834,0.230977834,0.238971216,0.255585835,0.282195197,0.303809229,0.328517198,0.354647796,0.379843024,0.411987378,0.434905503,0.456051561,0.475299822,0.495689193,0.513973239,0.526908019,0.554523065,0.598652405,0.646498439,0.698418888,0.75516785,0.816723315,0.88424297,0.951616304,1.006572997,1.06784777,1.129122542,1.190397315,1.251672087,1
169_0,0,0,0,0,0,0.042847685,0.065851327,0.089960829,0.138232493,0.18873343,0.265735512,0.370923856,0.506238108,0.647717967,0.821943569,1.058189482,1.221659278,1.250043017,1.279006016,1.308355187,1.338283619,1.368984398,1.40007135,1.431544475,1.46122833,1.491758089,1.522287848,1.552817607,1.583347365,0
169_1,0.001142087,0.001142087,0.001214843,0.001287412,0.001383347,0.00147747,0.001579866,0.001687111,0.001801632,0.001933984,0.002049665,0.002164856,0.002279412,0.002400037,0.002520359,0.002633352,0.002785705,0.002978044,0.003184898,0.003407581,0.003648021,0.003906958,0.004187079,0.004472796,0.004520998,0.004743681,0.004966365,0.005189048,0.005411732,1
170_0,0,0,0,0,0,0.11302082,0.173698322,0.23729279,0.364620628,0.497828698,0.700939751,0.978398686,1.335321768,1.708508088,2.168068983,2.791223,3.222412937,3.297281706,3.373678409,3.451093735,3.530036995,3.6110175,3.693016628,3.776034379,3.854332511,3.934861912,4.015391313,4.095920714,4.176450115,0
171_0,0,0,0,0,0,0.084310031,0.129573569,0.177013072,0.271995696,0.371364791,0.522879346,0.729855119,0.996108683,1.27449412,1.617312315,2.082165912,2.403820251,2.459670034,2.516659609,2.574409044,2.633298271,2.69370722,2.75487603,2.816804701,2.875212682,2.935285122,2.995357561,3.05543,3.115502439,0
171_1,0.024202933,0.024202933,0.025833857,0.027346033,0.029283518,0.031243971,0.033360906,0.035574735,0.037974681,0.04070817,0.043165979,0.045635603,0.048115228,0.050724621,0.053354679,0.055880695,0.059151728,0.063158403,0.067462305,0.072090093,0.077077769,0.082443309,0.088235478,0.094163207,0.095229034,0.099856823,0.104484611,0.109112399,0.113740187,1
172_0,0,0,0,0,0,0.053350666,0.081993046,0.112012358,0.172116549,0.234996462,0.330873576,0.461846074,0.630329052,0.806488974,1.023421394,1.317576773,1.521116887,1.556458152,1.592520667,1.629064015,1.666328614,1.70455488,1.74326198,1.782449913,1.819409984,1.857423309,1.895436635,1.93344996,1.971463286,0
172_1,3.299937476,3.299937476,3.413817496,3.651279744,4.031785856,4.340704281,4.693892835,5.067427265,5.427483657,5.886980067,6.214384337,6.516391779,6.791201507,7.08230996,7.343242715,7.527567403,7.921946255,8.552662942,9.236516536,9.978622104,10.78977064,11.66963953,12.63479768,13.59780452,14.38334205,15.2591945,16.13504694,17.01089938,17.88675182,1
173_0,0,0,0,0,0,0.572385185,0.879681696,1.201750951,1.846592925,2.521214873,3.549855065,4.955024348,6.762633645,8.652606848,10.9800174,14.13593264,16.31966067,16.69882775,17.08573294,17.47779686,17.87759888,18.28771838,18.70299661,19.12343357,19.5199684,19.92780331,20.33563822,20.74347313,21.15130805,0
